,RET
532921,True
532922,True
532923,True
532924,False
532925,False
532926,False
532927,True
532928,False
532929,False
532930,False
532931,False
532932,False
532933,True
532934,True
532935,False
532936,False
532937,False
532938,False
532939,False
532940,True
532941,False
532942,True
532943,True
532944,True
532945,False
532946,False
532947,False
532948,True
532949,False
532950,False
532951,False
532952,False
532953,False
532954,False
532955,True
532956,False
532957,False
532958,False
532959,True
532960,True
532961,True
532962,True
532963,False
532964,True
532965,False
532966,False
532967,False
532968,False
532969,True
532970,False
532971,False
532972,True
532973,True
532974,True
532975,True
532976,False
532977,True
532978,True
532979,True
532980,True
532981,False
532982,True
532983,True
532984,True
532985,False
532986,True
532987,True
532988,True
532989,True
532990,False
532991,False
532992,False
532993,False
532994,True
532995,True
532996,False
532997,False
532998,False
532999,False
533000,True
533001,True
533002,True
533003,False
533004,True
533005,False
533006,False
533007,True
533008,False
533009,True
533010,True
533011,True
533012,True
533013,True
533014,True
533015,True
533016,False
533017,False
533018,False
533019,False
533020,True
533021,True
533022,True
533023,True
533024,True
533025,True
533026,True
533027,False
533028,True
533029,False
533030,False
533031,False
533032,False
533033,False
533034,True
533035,True
533036,False
533037,False
533038,False
533039,False
533040,False
533041,True
533042,True
533043,False
533044,False
533045,True
533046,True
533047,True
533048,True
533049,True
533050,False
533051,False
533052,False
533053,True
533054,False
533055,True
533056,False
533057,False
533058,True
533059,False
533060,False
533061,True
533062,True
533063,True
533064,True
533065,False
533066,True
533067,False
533068,True
533069,True
533070,True
533071,False
533072,False
533073,True
533074,True
533075,False
533076,True
533077,False
533078,True
533079,False
533080,True
533081,False
533082,False
533083,False
533084,False
533085,True
533086,True
533087,True
533088,True
533089,False
533090,True
533091,True
533092,True
533093,False
533094,False
533095,True
533096,True
533097,True
533098,True
533099,True
533100,False
533101,False
533102,False
533103,False
533104,True
533105,False
533106,False
533107,True
533108,False
533109,False
533110,False
533111,True
533112,True
533113,True
533114,False
533115,True
533116,False
533117,False
533118,False
533119,False
533120,False
533121,True
533122,False
533123,True
533124,False
533125,True
533126,True
533127,True
533128,True
533129,False
533130,False
533131,False
533132,False
533133,True
533134,True
533135,True
533136,True
533137,False
533138,False
533139,False
533140,False
533141,False
533142,True
533143,False
533144,True
533145,True
533146,True
533147,True
533148,True
533149,True
533150,True
533151,True
533152,False
533153,True
533154,True
533155,True
533156,True
533157,True
533158,False
533159,False
533160,False
533161,True
533162,True
533163,True
533164,False
533165,False
533166,False
533167,False
533168,False
533169,False
533170,True
533171,True
533172,False
533173,False
533174,True
533175,True
533176,True
533177,True
533178,False
533179,True
533180,False
533181,False
533182,True
533183,True
533184,True
533185,True
533186,True
533187,False
533188,True
533189,False
533190,True
533191,True
533192,True
533193,True
533194,False
533195,True
533196,True
533197,True
533198,False
533199,False
533200,True
533201,False
533202,False
533203,False
533204,True
533205,False
533206,True
533207,True
533208,False
533209,False
533210,True
533211,False
533212,True
533213,False
533214,True
533215,True
533216,True
533217,False
533218,True
533219,True
533220,True
533221,False
533222,True
533223,True
533224,True
533225,True
533226,True
533227,True
533228,False
533229,False
533230,False
533231,False
533232,True
533233,True
533234,False
533235,True
533236,True
533237,False
533238,True
533239,True
533240,True
533241,True
533242,True
533243,False
533244,True
533245,True
533246,False
533247,False
533248,True
533249,False
533250,False
533251,True
533252,False
533253,True
533254,False
533255,True
533256,False
533257,False
533258,True
533259,False
533260,True
533261,True
533262,False
533263,True
533264,False
533265,True
533266,False
533267,False
533268,False
533269,True
533270,False
533271,False
533272,True
533273,True
533274,True
533275,True
533276,False
533277,True
533278,True
533279,True
533280,False
533281,True
533282,False
533283,True
533284,True
533285,False
533286,True
533287,True
533288,True
533289,True
533290,False
533291,True
533292,False
533293,False
533294,True
533295,False
533296,True
533297,False
533298,False
533299,False
533300,False
533301,True
533302,False
533303,True
533304,True
533305,True
533306,False
533307,False
533308,True
533309,True
533310,True
533311,True
533312,True
533313,False
533314,False
533315,True
533316,False
533317,False
533318,True
533319,False
533320,False
533321,False
533322,True
533323,True
533324,False
533325,True
533326,False
533327,True
533328,False
533329,False
533330,False
533331,False
533332,False
533333,False
533334,True
533335,False
533336,True
533337,True
533338,True
533339,True
533340,True
533341,False
533342,True
533343,True
533344,False
533345,False
533346,False
533347,False
533348,True
533349,False
533350,False
533351,True
533352,False
533353,False
533354,False
533355,True
533356,True
533357,False
533358,False
533359,False
533360,True
533361,True
533362,True
533363,True
533364,False
533365,False
533366,True
533367,True
533368,True
533369,False
533370,True
533371,False
533372,True
533373,True
533374,True
533375,False
533376,False
533377,True
533378,False
533379,True
533380,True
533381,True
533382,False
533383,False
533384,True
533385,True
533386,False
533387,False
533388,True
533389,False
533390,False
533391,False
533392,False
533393,True
533394,True
533395,True
533396,True
533397,False
533398,True
533399,True
533400,True
533401,True
533402,True
533403,True
533404,True
533405,True
533406,False
533407,True
533408,True
533409,True
533410,True
533411,False
533412,True
533413,True
533414,False
533415,True
533416,True
533417,True
533418,True
533419,False
533420,True
533421,True
533422,False
533423,False
533424,True
533425,True
533426,True
533427,False
533428,True
533429,True
533430,False
533431,False
533432,True
533433,True
533434,True
533435,True
533436,False
533437,True
533438,True
533439,True
533440,False
533441,True
533442,True
533443,False
533444,True
533445,False
533446,False
533447,False
533448,False
533449,True
533450,False
533451,True
533452,False
533453,True
533454,True
533455,False
533456,True
533457,True
533458,False
533459,False
533460,False
533461,True
533462,True
533463,False
533464,False
533465,False
533466,False
533467,False
533468,False
533469,False
533470,True
533471,False
533472,True
533473,False
533474,False
533475,True
533476,True
533477,True
533478,False
533479,True
533480,True
533481,True
533482,True
533483,False
533484,False
533485,False
533486,True
533487,True
533488,True
533489,False
533490,False
533491,False
533492,True
533493,False
533494,True
533495,True
533496,True
533497,True
533498,False
533499,True
533500,False
533501,True
533502,True
533503,True
533504,True
533505,True
533506,False
533507,True
533508,True
533509,True
533510,False
533511,False
533512,False
533513,True
533514,True
533515,True
533516,False
533517,True
533518,True
533519,False
533520,False
533521,False
533522,True
533523,False
533524,False
533525,True
533526,True
533527,True
533528,False
533529,True
533530,True
533531,True
533532,False
533533,False
533534,True
533535,False
533536,True
533537,False
533538,False
533539,False
533540,True
533541,False
533542,True
533543,False
533544,True
533545,False
533546,False
533547,False
533548,True
533549,True
533550,True
533551,True
533552,False
533553,False
533554,True
533555,False
533556,False
533557,False
533558,False
533559,True
533560,True
533561,True
533562,True
533563,True
533564,True
533565,True
533566,True
533567,True
533568,False
533569,False
533570,False
533571,True
533572,False
533573,True
533574,True
533575,True
533576,True
533577,False
533578,False
533579,True
533580,True
533581,False
533582,False
533583,True
533584,True
533585,False
533586,True
533587,False
533588,False
533589,True
533590,True
533591,True
533592,True
533593,True
533594,False
533595,False
533596,True
533597,False
533598,True
533599,False
533600,True
533601,False
533602,False
533603,False
533604,True
533605,True
533606,False
533607,True
533608,True
533609,True
533610,True
533611,False
533612,False
533613,True
533614,True
533615,False
533616,True
533617,True
533618,True
533619,True
533620,True
533621,True
533622,True
533623,True
533624,False
533625,True
533626,True
533627,False
533628,True
533629,True
533630,True
533631,True
533632,False
533633,True
533634,True
533635,True
533636,True
533637,True
533638,False
533639,True
533640,True
533641,True
533642,True
533643,True
533644,False
533645,True
533646,True
533647,True
533648,True
533649,True
533650,True
533651,True
533652,True
533653,True
533654,True
533655,True
533656,True
533657,True
533658,True
533659,True
533660,False
533661,False
533662,True
533663,True
533664,True
533665,True
533666,True
533667,True
533668,True
533669,True
533670,False
533671,True
533672,True
533673,True
533674,True
533675,True
533676,True
533677,True
533678,True
533679,True
533680,True
533681,False
533682,True
533683,False
533684,True
533685,True
533686,True
533687,False
533688,True
533689,True
533690,True
533691,True
533692,True
533693,True
533694,True
533695,True
533696,True
533697,True
533698,True
533699,True
533700,True
533701,True
533702,True
533703,True
533704,True
533705,True
533706,True
533707,False
533708,True
533709,True
533710,True
533711,False
533712,False
533713,True
533714,True
533715,True
533716,True
533717,True
533718,True
533719,True
533720,False
533721,True
533722,True
533723,True
533724,False
533725,True
533726,True
533727,True
533728,False
533729,True
533730,True
533731,True
533732,True
533733,True
533734,True
533735,False
533736,True
533737,True
533738,True
533739,True
533740,True
533741,True
533742,True
533743,False
533744,True
533745,True
533746,True
533747,True
533748,False
533749,True
533750,True
533751,True
533752,True
533753,True
533754,True
533755,False
533756,True
533757,True
533758,True
533759,True
533760,True
533761,True
533762,True
533763,True
533764,True
533765,True
533766,True
533767,True
533768,True
533769,False
533770,True
533771,True
533772,True
533773,True
533774,True
533775,True
533776,True
533777,True
533778,True
533779,True
533780,True
533781,False
533782,True
533783,False
533784,True
533785,False
533786,True
533787,True
533788,True
533789,True
533790,True
533791,True
533792,True
533793,True
533794,True
533795,False
533796,True
533797,True
533798,False
533799,True
533800,True
533801,True
533802,True
533803,True
533804,True
533805,True
533806,True
533807,True
533808,True
533809,True
533810,True
533811,True
533812,True
533813,True
533814,True
533815,True
533816,True
533817,True
533818,True
533819,True
533820,True
533821,True
533822,False
533823,True
533824,True
533825,True
533826,True
533827,True
533828,True
533829,True
533830,False
533831,True
533832,True
533833,True
533834,True
533835,True
533836,True
533837,True
533838,True
533839,True
533840,True
533841,False
533842,True
533843,True
533844,True
533845,True
533846,True
533847,True
533848,True
533849,True
533850,True
533851,True
533852,True
533853,True
533854,True
533855,True
533856,True
533857,True
533858,False
533859,True
533860,True
533861,True
533862,True
533863,True
533864,True
533865,True
533866,False
533867,True
533868,False
533869,True
533870,False
533871,True
533872,True
533873,True
533874,True
533875,True
533876,True
533877,True
533878,False
533879,True
533880,True
533881,True
533882,True
533883,True
533884,True
533885,True
533886,True
533887,True
533888,True
533889,False
533890,True
533891,True
533892,True
533893,False
533894,False
533895,True
533896,False
533897,True
533898,False
533899,False
533900,True
533901,True
533902,False
533903,False
533904,True
533905,True
533906,True
533907,True
533908,True
533909,True
533910,False
533911,True
533912,True
533913,True
533914,True
533915,True
533916,True
533917,True
533918,True
533919,True
533920,True
533921,True
533922,False
533923,True
533924,True
533925,True
533926,True
533927,True
533928,True
533929,False
533930,True
533931,True
533932,True
533933,True
533934,True
533935,True
533936,True
533937,True
533938,True
533939,True
533940,True
533941,True
533942,True
533943,False
533944,True
533945,True
533946,True
533947,True
533948,True
533949,True
533950,True
533951,True
533952,True
533953,True
533954,True
533955,True
533956,True
533957,True
533958,False
533959,True
533960,True
533961,False
533962,True
533963,True
533964,True
533965,False
533966,True
533967,True
533968,True
533969,True
533970,False
533971,True
533972,True
533973,False
533974,True
533975,True
533976,False
533977,False
533978,True
533979,True
533980,True
533981,True
533982,True
533983,False
533984,False
533985,True
533986,False
533987,False
533988,False
533989,True
533990,False
533991,False
533992,True
533993,True
533994,False
533995,True
533996,True
533997,True
533998,True
533999,False
534000,True
534001,True
534002,False
534003,True
534004,True
534005,True
534006,True
534007,True
534008,True
534009,True
534010,False
534011,True
534012,True
534013,True
534014,True
534015,True
534016,True
534017,True
534018,True
534019,True
534020,False
534021,True
534022,True
534023,True
534024,True
534025,False
534026,True
534027,True
534028,True
534029,True
534030,True
534031,True
534032,True
534033,False
534034,True
534035,True
534036,True
534037,True
534038,True
534039,True
534040,True
534041,True
534042,False
534043,False
534044,True
534045,True
534046,True
534047,True
534048,True
534049,True
534050,False
534051,True
534052,True
534053,True
534054,False
534055,False
534056,False
534057,False
534058,False
534059,True
534060,True
534061,True
534062,True
534063,True
534064,True
534065,True
534066,True
534067,False
534068,True
534069,True
534070,False
534071,True
534072,True
534073,True
534074,True
534075,True
534076,True
534077,True
534078,True
534079,True
534080,False
534081,True
534082,True
534083,True
534084,False
534085,False
534086,False
534087,True
534088,False
534089,True
534090,True
534091,True
534092,False
534093,True
534094,False
534095,True
534096,True
534097,False
534098,True
534099,True
534100,True
534101,True
534102,True
534103,True
534104,True
534105,True
534106,True
534107,True
534108,True
534109,True
534110,True
534111,True
534112,True
534113,True
534114,True
534115,True
534116,True
534117,True
534118,True
534119,True
534120,True
534121,True
534122,True
534123,True
534124,True
534125,True
534126,True
534127,True
534128,True
534129,True
534130,True
534131,True
534132,True
534133,True
534134,True
534135,True
534136,False
534137,True
534138,False
534139,True
534140,True
534141,True
534142,False
534143,True
534144,True
534145,True
534146,True
534147,True
534148,False
534149,True
534150,True
534151,True
534152,True
534153,True
534154,True
534155,True
534156,True
534157,True
534158,True
534159,True
534160,True
534161,True
534162,True
534163,True
534164,True
534165,True
534166,False
534167,True
534168,True
534169,True
534170,True
534171,True
534172,True
534173,True
534174,True
534175,True
534176,True
534177,False
534178,True
534179,True
534180,True
534181,True
534182,True
534183,True
534184,True
534185,True
534186,True
534187,True
534188,True
534189,True
534190,True
534191,False
534192,False
534193,True
534194,False
534195,True
534196,True
534197,True
534198,True
534199,True
534200,True
534201,True
534202,True
534203,True
534204,True
534205,True
534206,False
534207,True
534208,True
534209,True
534210,True
534211,True
534212,True
534213,True
534214,True
534215,True
534216,True
534217,True
534218,True
534219,True
534220,True
534221,True
534222,True
534223,True
534224,True
534225,True
534226,True
534227,True
534228,True
534229,True
534230,True
534231,True
534232,True
534233,True
534234,True
534235,True
534236,True
534237,True
534238,True
534239,True
534240,True
534241,True
534242,True
534243,True
534244,True
534245,True
534246,True
534247,True
534248,True
534249,True
534250,True
534251,True
534252,True
534253,False
534254,False
534255,True
534256,False
534257,True
534258,True
534259,True
534260,True
534261,False
534262,True
534263,False
534264,False
534265,False
534266,True
534267,True
534268,True
534269,True
534270,True
534271,True
534272,False
534273,True
534274,False
534275,False
534276,True
534277,True
534278,True
534279,True
534280,True
534281,True
534282,True
534283,True
534284,True
534285,True
534286,True
534287,True
534288,True
534289,True
534290,True
534291,True
534292,True
534293,True
534294,True
534295,False
534296,True
534297,False
534298,False
534299,False
534300,True
534301,True
534302,False
534303,True
534304,True
534305,True
534306,True
534307,True
534308,True
534309,False
534310,True
534311,True
534312,True
534313,True
534314,True
534315,True
534316,True
534317,True
534318,True
534319,True
534320,True
534321,True
534322,False
534323,False
534324,True
534325,False
534326,True
534327,True
534328,True
534329,False
534330,True
534331,True
534332,True
534333,True
534334,True
534335,True
534336,False
534337,True
534338,True
534339,True
534340,False
534341,True
534342,True
534343,False
534344,False
534345,True
534346,False
534347,True
534348,True
534349,True
534350,True
534351,True
534352,True
534353,True
534354,True
534355,True
534356,True
534357,False
534358,True
534359,True
534360,True
534361,False
534362,True
534363,True
534364,True
534365,True
534366,False
534367,False
534368,True
534369,True
534370,True
534371,True
534372,True
534373,True
534374,True
534375,False
534376,True
534377,False
534378,True
534379,True
534380,True
534381,False
534382,False
534383,True
534384,True
534385,True
534386,True
534387,False
534388,True
534389,True
534390,True
534391,True
534392,False
534393,True
534394,True
534395,True
534396,False
534397,True
534398,False
534399,True
534400,False
534401,True
534402,True
534403,True
534404,True
534405,True
534406,True
534407,True
534408,False
534409,True
534410,True
534411,False
534412,True
534413,True
534414,False
534415,True
534416,True
534417,True
534418,True
534419,True
534420,True
534421,True
534422,True
534423,True
534424,False
534425,True
534426,False
534427,True
534428,True
534429,True
534430,True
534431,True
534432,True
534433,False
534434,False
534435,True
534436,True
534437,False
534438,True
534439,True
534440,True
534441,True
534442,True
534443,True
534444,True
534445,True
534446,True
534447,True
534448,True
534449,True
534450,False
534451,True
534452,True
534453,True
534454,True
534455,True
534456,True
534457,True
534458,True
534459,False
534460,True
534461,True
534462,True
534463,True
534464,False
534465,True
534466,True
534467,False
534468,True
534469,True
534470,True
534471,False
534472,True
534473,True
534474,True
534475,False
534476,True
534477,False
534478,False
534479,True
534480,True
534481,False
534482,True
534483,True
534484,False
534485,True
534486,True
534487,True
534488,False
534489,False
534490,True
534491,True
534492,True
534493,False
534494,True
534495,True
534496,True
534497,False
534498,True
534499,True
534500,True
534501,True
534502,True
534503,True
534504,True
534505,False
534506,False
534507,False
534508,True
534509,True
534510,True
534511,True
534512,False
534513,True
534514,True
534515,True
534516,True
534517,False
534518,True
534519,False
534520,True
534521,False
534522,True
534523,True
534524,True
534525,True
534526,True
534527,False
534528,True
534529,True
534530,False
534531,True
534532,True
534533,True
534534,True
534535,True
534536,False
534537,False
534538,False
534539,False
534540,True
534541,True
534542,True
534543,True
534544,True
534545,True
534546,False
534547,True
534548,False
534549,True
534550,True
534551,True
534552,True
534553,True
534554,True
534555,True
534556,True
534557,False
534558,True
534559,False
534560,True
534561,False
534562,True
534563,True
534564,True
534565,False
534566,True
534567,True
534568,True
534569,True
534570,True
534571,True
534572,True
534573,True
534574,True
534575,False
534576,False
534577,False
534578,True
534579,True
534580,True
534581,True
534582,True
534583,True
534584,False
534585,True
534586,True
534587,True
534588,True
534589,True
534590,True
534591,True
534592,False
534593,False
534594,True
534595,True
534596,True
534597,True
534598,True
534599,True
534600,True
534601,True
534602,False
534603,True
534604,True
534605,True
534606,False
534607,True
534608,True
534609,True
534610,False
534611,False
534612,False
534613,False
534614,True
534615,False
534616,True
534617,True
534618,False
534619,True
534620,True
534621,True
534622,False
534623,True
534624,True
534625,True
534626,True
534627,True
534628,False
534629,True
534630,True
534631,True
534632,False
534633,True
534634,True
534635,True
534636,True
534637,False
534638,False
534639,True
534640,True
534641,False
534642,False
534643,True
534644,True
534645,True
534646,False
534647,True
534648,True
534649,True
534650,True
534651,True
534652,True
534653,True
534654,True
534655,True
534656,True
534657,True
534658,False
534659,True
534660,True
534661,False
534662,False
534663,False
534664,False
534665,True
534666,True
534667,True
534668,True
534669,False
534670,True
534671,True
534672,True
534673,False
534674,True
534675,True
534676,True
534677,True
534678,True
534679,False
534680,True
534681,True
534682,True
534683,True
534684,True
534685,True
534686,True
534687,True
534688,True
534689,True
534690,True
534691,False
534692,False
534693,False
534694,True
534695,True
534696,True
534697,True
534698,True
534699,True
534700,True
534701,True
534702,False
534703,True
534704,True
534705,False
534706,True
534707,False
534708,True
534709,True
534710,True
534711,True
534712,True
534713,True
534714,True
534715,True
534716,False
534717,False
534718,True
534719,True
534720,True
534721,True
534722,True
534723,True
534724,True
534725,True
534726,False
534727,True
534728,False
534729,False
534730,False
534731,False
534732,False
534733,True
534734,False
534735,True
534736,False
534737,False
534738,True
534739,True
534740,True
534741,True
534742,True
534743,True
534744,True
534745,True
534746,False
534747,True
534748,False
534749,False
534750,True
534751,False
534752,True
534753,True
534754,True
534755,True
534756,True
534757,False
534758,True
534759,True
534760,True
534761,True
534762,False
534763,True
534764,False
534765,True
534766,False
534767,True
534768,False
534769,True
534770,True
534771,False
534772,True
534773,True
534774,True
534775,True
534776,True
534777,True
534778,True
534779,True
534780,True
534781,True
534782,True
534783,True
534784,False
534785,True
534786,True
534787,True
534788,False
534789,False
534790,False
534791,True
534792,True
534793,True
534794,False
534795,True
534796,False
534797,True
534798,True
534799,False
534800,True
534801,True
534802,False
534803,True
534804,False
534805,False
534806,True
534807,False
534808,False
534809,False
534810,False
534811,False
534812,True
534813,True
534814,True
534815,True
534816,False
534817,False
534818,True
534819,True
534820,True
534821,True
534822,True
534823,True
534824,True
534825,True
534826,True
534827,True
534828,True
534829,True
534830,True
534831,True
534832,False
534833,False
534834,False
534835,True
534836,True
534837,True
534838,True
534839,True
534840,True
534841,True
534842,True
534843,False
534844,True
534845,True
534846,True
534847,False
534848,True
534849,False
534850,True
534851,True
534852,True
534853,True
534854,True
534855,True
534856,True
534857,True
534858,True
534859,False
534860,True
534861,True
534862,True
534863,False
534864,True
534865,True
534866,False
534867,True
534868,False
534869,True
534870,False
534871,True
534872,False
534873,True
534874,True
534875,True
534876,True
534877,True
534878,True
534879,True
534880,True
534881,True
534882,True
534883,True
534884,False
534885,True
534886,True
534887,False
534888,True
534889,True
534890,True
534891,True
534892,True
534893,True
534894,False
534895,True
534896,True
534897,False
534898,True
534899,True
534900,True
534901,True
534902,False
534903,True
534904,False
534905,True
534906,True
534907,True
534908,True
534909,True
534910,True
534911,True
534912,True
534913,False
534914,False
534915,False
534916,True
534917,False
534918,True
534919,True
534920,True
534921,True
534922,False
534923,False
534924,True
534925,True
534926,True
534927,True
534928,True
534929,True
534930,True
534931,True
534932,False
534933,False
534934,True
534935,True
534936,True
534937,True
534938,True
534939,True
534940,True
534941,False
534942,True
534943,True
534944,False
534945,True
534946,True
534947,True
534948,False
534949,True
534950,True
534951,True
534952,True
534953,True
534954,False
534955,False
534956,True
534957,True
534958,False
534959,True
534960,True
534961,False
534962,True
534963,True
534964,True
534965,True
534966,True
534967,True
534968,True
534969,False
534970,True
534971,True
534972,True
534973,False
534974,False
534975,True
534976,True
534977,True
534978,True
534979,True
534980,True
534981,True
534982,False
534983,True
534984,True
534985,True
534986,False
534987,True
534988,False
534989,True
534990,True
534991,True
534992,True
534993,True
534994,False
534995,True
534996,True
534997,False
534998,True
534999,False
535000,False
535001,True
535002,True
535003,False
535004,False
535005,False
535006,True
535007,True
535008,True
535009,True
535010,True
535011,True
535012,True
535013,True
535014,False
535015,True
535016,True
535017,True
535018,False
535019,True
535020,True
535021,True
535022,True
535023,True
535024,False
535025,True
535026,False
535027,True
535028,True
535029,True
535030,True
535031,True
535032,True
535033,True
535034,False
535035,True
535036,True
535037,False
535038,True
535039,True
535040,True
535041,True
535042,False
535043,True
535044,True
535045,True
535046,False
535047,True
535048,True
535049,False
535050,False
535051,True
535052,False
535053,True
535054,True
535055,True
535056,True
535057,True
535058,True
535059,True
535060,True
535061,True
535062,False
535063,True
535064,True
535065,False
535066,True
535067,False
535068,False
535069,True
535070,False
535071,False
535072,True
535073,True
535074,True
535075,True
535076,True
535077,True
535078,True
535079,True
535080,True
535081,False
535082,False
535083,True
535084,True
535085,True
535086,False
535087,True
535088,True
535089,True
535090,True
535091,True
535092,False
535093,True
535094,True
535095,True
535096,True
535097,True
535098,False
535099,True
535100,True
535101,False
535102,False
535103,True
535104,True
535105,False
535106,False
535107,True
535108,True
535109,True
535110,True
535111,False
535112,True
535113,True
535114,False
535115,True
535116,False
535117,False
535118,True
535119,True
535120,False
535121,True
535122,True
535123,True
535124,False
535125,True
535126,False
535127,True
535128,True
535129,True
535130,False
535131,True
535132,True
535133,True
535134,False
535135,True
535136,True
535137,True
535138,False
535139,True
535140,False
535141,True
535142,True
535143,True
535144,True
535145,True
535146,True
535147,True
535148,True
535149,True
535150,True
535151,False
535152,True
535153,False
535154,False
535155,True
535156,False
535157,True
535158,False
535159,False
535160,True
535161,False
535162,True
535163,True
535164,True
535165,False
535166,True
535167,True
535168,True
535169,True
535170,True
535171,True
535172,True
535173,True
535174,False
535175,True
535176,True
535177,False
535178,True
535179,False
535180,False
535181,True
535182,True
535183,True
535184,True
535185,True
535186,True
535187,True
535188,False
535189,False
535190,True
535191,True
535192,False
535193,True
535194,True
535195,True
535196,False
535197,False
535198,False
535199,True
535200,True
535201,True
535202,True
535203,True
535204,True
535205,True
535206,True
535207,True
535208,True
535209,False
535210,True
535211,True
535212,False
535213,True
535214,True
535215,True
535216,False
535217,True
535218,True
535219,True
535220,False
535221,True
535222,True
535223,False
535224,True
535225,True
535226,False
535227,True
535228,False
535229,True
535230,False
535231,True
535232,True
535233,True
535234,True
535235,True
535236,False
535237,False
535238,True
535239,True
535240,True
535241,True
535242,True
535243,False
535244,True
535245,True
535246,True
535247,True
535248,True
535249,False
535250,True
535251,True
535252,True
535253,True
535254,True
535255,True
535256,True
535257,True
535258,True
535259,True
535260,False
535261,True
535262,True
535263,True
535264,True
535265,True
535266,False
535267,False
535268,True
535269,True
535270,True
535271,False
535272,False
535273,True
535274,False
535275,False
535276,True
535277,True
535278,True
535279,True
535280,True
535281,True
535282,True
535283,True
535284,False
535285,False
535286,True
535287,True
535288,False
535289,True
535290,True
535291,False
535292,True
535293,True
535294,True
535295,False
535296,True
535297,False
535298,False
535299,False
535300,True
535301,True
535302,True
535303,True
535304,False
535305,True
535306,True
535307,True
535308,True
535309,True
535310,False
535311,True
535312,True
535313,True
535314,True
535315,True
535316,True
535317,True
535318,True
535319,False
535320,False
535321,True
535322,False
535323,True
535324,False
535325,True
535326,True
535327,True
535328,False
535329,False
535330,True
535331,False
535332,True
535333,True
535334,True
535335,True
535336,True
535337,False
535338,False
535339,False
535340,False
535341,False
535342,True
535343,False
535344,True
535345,True
535346,True
535347,True
535348,True
535349,True
535350,True
535351,True
535352,True
535353,False
535354,False
535355,True
535356,True
535357,True
535358,False
535359,True
535360,False
535361,True
535362,True
535363,False
535364,True
535365,True
535366,False
535367,True
535368,False
535369,True
535370,True
535371,True
535372,True
535373,True
535374,True
535375,True
535376,True
535377,True
535378,True
535379,True
535380,True
535381,False
535382,True
535383,True
535384,False
535385,True
535386,True
535387,True
535388,True
535389,True
535390,False
535391,True
535392,True
535393,False
535394,False
535395,False
535396,True
535397,True
535398,False
535399,True
535400,True
535401,True
535402,True
535403,False
535404,True
535405,True
535406,True
535407,True
535408,True
535409,True
535410,True
535411,True
535412,True
535413,True
535414,False
535415,True
535416,True
535417,True
535418,True
535419,True
535420,False
535421,True
535422,True
535423,True
535424,False
535425,True
535426,True
535427,True
535428,True
535429,True
535430,True
535431,True
535432,True
535433,True
535434,True
535435,True
535436,True
535437,True
535438,True
535439,True
535440,True
535441,True
535442,True
535443,False
535444,False
535445,True
535446,True
535447,True
535448,True
535449,True
535450,True
535451,True
535452,True
535453,True
535454,True
535455,False
535456,False
535457,True
535458,False
535459,False
535460,True
535461,True
535462,True
535463,True
535464,False
535465,True
535466,True
535467,True
535468,True
535469,True
535470,True
535471,True
535472,True
535473,True
535474,True
535475,True
535476,False
535477,True
535478,True
535479,True
535480,True
535481,True
535482,True
535483,True
535484,True
535485,True
535486,False
535487,True
535488,True
535489,True
535490,True
535491,False
535492,True
535493,True
535494,False
535495,True
535496,True
535497,True
535498,True
535499,False
535500,True
535501,True
535502,True
535503,True
535504,False
535505,True
535506,True
535507,True
535508,True
535509,False
535510,False
535511,True
535512,True
535513,True
535514,True
535515,True
535516,False
535517,True
535518,True
535519,True
535520,True
535521,True
535522,True
535523,True
535524,True
535525,True
535526,True
535527,True
535528,False
535529,False
535530,True
535531,True
535532,True
535533,False
535534,True
535535,False
535536,True
535537,True
535538,True
535539,True
535540,True
535541,True
535542,True
535543,True
535544,False
535545,False
535546,True
535547,False
535548,True
535549,False
535550,True
535551,False
535552,False
535553,True
535554,True
535555,True
535556,False
535557,True
535558,True
535559,True
535560,True
535561,True
535562,False
535563,False
535564,False
535565,True
535566,True
535567,True
535568,False
535569,True
535570,True
535571,True
535572,False
535573,False
535574,True
535575,True
535576,True
535577,True
535578,True
535579,False
535580,True
535581,True
535582,False
535583,True
535584,False
535585,True
535586,True
535587,False
535588,False
535589,True
535590,True
535591,False
535592,False
535593,False
535594,False
535595,False
535596,True
535597,False
535598,False
535599,True
535600,True
535601,True
535602,False
535603,False
535604,True
535605,False
535606,False
535607,False
535608,False
535609,True
535610,True
535611,True
535612,True
535613,True
535614,True
535615,False
535616,True
535617,False
535618,True
535619,False
535620,False
535621,False
535622,True
535623,True
535624,False
535625,True
535626,True
535627,False
535628,True
535629,True
535630,False
535631,True
535632,True
535633,True
535634,False
535635,True
535636,True
535637,False
535638,False
535639,False
535640,False
535641,False
535642,False
535643,True
535644,False
535645,False
535646,True
535647,False
535648,True
535649,True
535650,False
535651,True
535652,True
535653,True
535654,True
535655,True
535656,True
535657,True
535658,True
535659,True
535660,True
535661,True
535662,True
535663,False
535664,False
535665,False
535666,False
535667,True
535668,False
535669,False
535670,False
535671,True
535672,True
535673,True
535674,True
535675,True
535676,True
535677,False
535678,True
535679,False
535680,False
535681,False
535682,False
535683,False
535684,True
535685,True
535686,False
535687,False
535688,True
535689,True
535690,False
535691,True
535692,False
535693,True
535694,False
535695,True
535696,True
535697,True
535698,False
535699,False
535700,False
535701,False
535702,False
535703,False
535704,True
535705,True
535706,True
535707,True
535708,True
535709,True
535710,True
535711,True
535712,True
535713,True
535714,True
535715,True
535716,True
535717,False
535718,False
535719,True
